prize,surface,offer name,rooms ,standard,localization_info,localization_name,latitude,longitude,floor_number,rental_cost,form_of_property,extras,garage,availability,year_of_construction,type_of_building,elevator,media,security,building_material,market
426 888 zł,"43,12 m²",43m2 Nowoczesna inwestycja w rejonie Paderewskiego,2,Zapytaj,Nieruchomość znajduje się w zaznaczonym obszarze mapy. Niestety ogłoszeniodawca nie wskazał dokładnego adresu.,"Rzeszów, Rzeszów, podkarpackie",50.04152,22.00953,parter/2,Zapytaj,pełna własność,Zapytaj,Zapytaj,brak informacji,2023,brak informacji,nie,brak informacji,brak informacji,brak informacji,pierwotny
443 304 zł,"61,57 m²","Trzypokojowe mieszkanie 61,57m2 - Drabinianka",3,do wykończenia,Współrzędne dokładne,"ul. Kornela Makuszyńskiego , Rzeszów, Rzeszów",49.992768,21.990435,2/4,Zapytaj,pełna własność,Zapytaj,garaż/miejsce parkingowe,2022-10-31,2022,blok,tak,brak informacji,domofon / wideofon,brak informacji,pierwotny
372 220 zł,"50,03 m²",Mieszkanie z ogrodem o pow. 27m2,3,do wykończenia,Współrzędne dokładne,"ul. Gościnna , Rzeszów, Rzeszów",49.993488,21.993451,4/4,Zapytaj,Zapytaj,ogródek,garaż/miejsce parkingowe,2023-09-30,2022,blok,tak,brak informacji,brak informacji,pustak,pierwotny
372 220 zł,"50,03 m²",Mieszkanie z ogrodem o pow. 27m2,3,do wykończenia,Współrzędne dokładne,"ul. Gościnna , Rzeszów, Rzeszów",49.993488,21.993451,4/4,Zapytaj,Zapytaj,ogródek,garaż/miejsce parkingowe,2023-09-30,2022,blok,tak,brak informacji,brak informacji,pustak,pierwotny
539 000 zł,"93,19 m²",Mieszkanie 93 m2 z tarasem dachowym!,4,do wykończenia,Współrzędne dokładne,"al. gen. Władysława Sikorskiego , Rzeszów, Rzeszów",49.997301,22.017889,1/1,Zapytaj,pełna własność,balkon,garaż/miejsce parkingowe,brak informacji,2023,brak informacji,nie,"telewizja kablowa, internet",brak informacji,pustak,pierwotny
423 600 zł,"56,48 m²","3 pokoje Parter 56,48 m2 z ogrodem Dębicka",3,do wykończenia,Współrzędne dokładne,"Przybyszówka, Rzeszów, Rzeszów",50.042699,21.913433,parter/1,Zapytaj,pełna własność,"balkon, ogródek",garaż/miejsce parkingowe,brak informacji,2021,brak informacji,nie,"telewizja kablowa, internet",brak informacji,pustak,pierwotny
369 000 zł,63 m²,Gotowe Na Juz 63 m2 dwa balkony M.Kopernika,3,do wykończenia,Współrzędne dokładne,"ul. Mikołaja Kopernika , Łańcut, łańcucki",50.066285,22.24577,1/1,Zapytaj,pełna własność,balkon,garaż/miejsce parkingowe,brak informacji,2021,apartamentowiec,nie,"telewizja kablowa, internet",brak informacji,pustak,pierwotny
539 000 zł,"101,07 m²",5 pokojowe/Ogród/Taras/ Dębicka 101 m2,5,do wykończenia,Współrzędne dokładne,"Przybyszówka, Rzeszów, Rzeszów",50.042699,21.913433,1/1,Zapytaj,pełna własność,"balkon, ogródek",garaż/miejsce parkingowe,brak informacji,2021,brak informacji,nie,"telewizja kablowa, internet",brak informacji,pustak,pierwotny
423 600 zł,"56,48 m²",Mieszkanie Ogródek 3 pokoje II Etap Iwestycji,3,do wykończenia,Nieruchomość znajduje się w zaznaczonym obszarze mapy. Niestety ogłoszeniodawca nie wskazał dokładnego adresu.,"Rzeszów, Rzeszów, podkarpackie",50.049143,21.931004,parter/2,Zapytaj,pełna własność,"balkon, ogródek",garaż/miejsce parkingowe,2023-09-01,2023,blok,nie,"telewizja kablowa, internet",brak informacji,pustak,pierwotny
539 000 zł,"101,07 m²",Trzy kawalerki w Rzeszowie Hit Inwestycyjny,5,do wykończenia,Współrzędne dokładne,"ul. Dębicka , Rzeszów, Rzeszów",50.053848,21.943431,1/2,Zapytaj,pełna własność,"balkon, ogródek",garaż/miejsce parkingowe,2023-05-01,2022,blok,nie,internet,brak informacji,pustak,pierwotny
399 000 zł,"49,73 m²",3 Pokojowe Mieszkanie - Parter Z Ogródkiem,3,do wykończenia,Współrzędne dokładne,"al. gen. Władysława Sikorskiego , Rzeszów, Rzeszów",50.004868,22.013855,Zapytaj,Zapytaj,pełna własność,Zapytaj,garaż/miejsce parkingowe,2023-12-01,2022,brak informacji,nie,brak informacji,brak informacji,brak informacji,pierwotny
455 499 zł,"46,01 m²",Kameralne mieszkanie | M21,2,do wykończenia,Współrzędne dokładne,"Rzeszów, Słocina, ul. Powstańców Śląskich",50.02445,22.042925,1/2,Zapytaj,Zapytaj,balkon,garaż/miejsce parkingowe,brak informacji,2023,brak informacji,tak,"telewizja kablowa, internet",domofon / wideofon,brak informacji,pierwotny
654 300 zł,"72,7 m²",Osiedle przy parku- odbierz klucze już niedługo!,3,do wykończenia,Współrzędne dokładne,"Rzeszów, Słocina, ul. Ignacego Paderewskiego",50.02725,22.039701,2/7,Zapytaj,pełna własność,balkon,garaż/miejsce parkingowe,brak informacji,2022,brak informacji,tak,"telewizja kablowa, internet, telefon","domofon / wideofon, monitoring / ochrona",brak informacji,pierwotny
Zapytaj o cenę,"74,7 m²",Tatarska 4 | apartament BP2.M-15,4,do wykończenia,Współrzędne dokładne,"Przemyśl, Zniesienie, ul. Tatarska 4",49.777973,22.769249,1/3,Zapytaj,pełna własność,balkon,garaż/miejsce parkingowe,0,0,0,0,0,0,0,0
242 630 zł,"25,54 m²",Wygodne Mieszkanie na Osiedlu Architektów B2.3.M81,1,do wykończenia,Współrzędne dokładne,"Rzeszów, Staroniwa, ul. Architektów",50.019516,21.971814,3/8,Zapytaj,pełna własność,balkon,garaż/miejsce parkingowe,0,0,0,0,0,0,0,0
Zapytaj o cenę,"67,33 m²",Wygodne Mieszkanie 4-pok. Nowy blok ul. MIŁA | 8,4,do wykończenia,Współrzędne dokładne,"Rzeszów, Drabinianka, ul. Miła",49.99936,22.005007,2/4,Zapytaj,Zapytaj,balkon,garaż/miejsce parkingowe,0,0,0,0,0,0,0,0
Zapytaj o cenę,"90,66 m²",Tatarska 4 | apartament BP2.M-08,4,do wykończenia,Współrzędne dokładne,"Przemyśl, Zniesienie, ul. Tatarska 4",49.777973,22.769249,1/3,Zapytaj,pełna własność,balkon,garaż/miejsce parkingowe,0,0,0,0,0,0,0,0
242 630 zł,"25,54 m²",Nowe Mieszkanie na Osiedlu Architektów B2.4.M91,1,do wykończenia,Współrzędne dokładne,"Rzeszów, Staroniwa, ul. Architektów",50.019516,21.971814,4/8,Zapytaj,pełna własność,balkon,garaż/miejsce parkingowe,0,0,0,0,0,0,0,0
Zapytaj o cenę,"43,58 m²",Nowe mieszkanie w inwestycji KWADRAT | 66,2,do wykończenia,Współrzędne dokładne,"Rzeszów, Drabinianka, ul. Miła",49.99936,22.005007,4/4,Zapytaj,Zapytaj,balkon,garaż/miejsce parkingowe,0,0,0,0,0,0,0,0
289 085 zł,"30,43 m²",Mieszkanie na Osiedlu Architektów A3.0.M97,1,do wykończenia,Współrzędne dokładne,"Rzeszów, Staroniwa, ul. Architektów",50.019516,21.971814,parter/8,Zapytaj,pełna własność,balkon,garaż/miejsce parkingowe,0,0,0,0,0,0,0,0
283 955 zł,"29,89 m²",Nowe Mieszkanie na Osiedlu Architektów A2.0.M57,1,do wykończenia,Współrzędne dokładne,"Rzeszów, Staroniwa, ul. Architektów",50.019516,21.971814,parter/8,Zapytaj,pełna własność,balkon,garaż/miejsce parkingowe,0,0,0,0,0,0,0,0
242 630 zł,"25,54 m²",Mieszkanie na Osiedlu Architektów A2.0.M56,1,do wykończenia,Współrzędne dokładne,"Rzeszów, Staroniwa, ul. Architektów",50.019516,21.971814,parter/8,Zapytaj,pełna własność,balkon,garaż/miejsce parkingowe,0,0,0,0,0,0,0,0
371 403 zł,"42,69 m²",Mieszkanie na Osiedlu Architektów A1.1.M9,2,do wykończenia,Współrzędne dokładne,"Rzeszów, Staroniwa, ul. Architektów",50.019516,21.971814,1/8,Zapytaj,pełna własność,balkon,garaż/miejsce parkingowe,0,0,0,0,0,0,0,0
353 572 zł,"47,78 m²",Ogródek o pow. 80m2 | przestronne | wygodne 2 pok.,2,do wykończenia,Współrzędne dokładne,"Rzeszów, Biała, ul. Gościnna",49.996703,22.000435,parter/4,Zapytaj,Zapytaj,ogródek,garaż/miejsce parkingowe,brak informacji,2023,blok,tak,"telewizja kablowa, internet",brak informacji,brak informacji,pierwotny
284 050 zł,"29,9 m²",Nowe Mieszkanie na Osiedlu Architektów B2.2.M74,1,do wykończenia,Współrzędne dokładne,"Rzeszów, Staroniwa, ul. Architektów",50.019516,21.971814,2/8,Zapytaj,pełna własność,balkon,garaż/miejsce parkingowe,0,0,0,0,0,0,0,0
503 600 zł,"62,95 m²",Mieszkanie na Osiedlu Architektów A1.0.M5,4,do wykończenia,Współrzędne dokładne,"Rzeszów, Staroniwa, ul. Architektów",50.019516,21.971814,parter/8,Zapytaj,pełna własność,balkon,garaż/miejsce parkingowe,0,0,0,0,0,0,0,0
525 840 zł,"65,73 m²",Ustawne Mieszkanie na Osiedlu Architektów A1.0.M4,3,do wykończenia,Współrzędne dokładne,"Rzeszów, Staroniwa, ul. Architektów",50.019516,21.971814,parter/8,Zapytaj,pełna własność,balkon,garaż/miejsce parkingowe,0,0,0,0,0,0,0,0
291 635 zł,"34,31 m²",Dwupokojowe mieszkanie ul.Bałtycka - 291 635 zł,2,Zapytaj,Współrzędne dokładne,"Rzeszów, Wilkowyja, ul. Bałtycka",50.04465,22.0532,7/8,450 zł,pełna własność,balkon,Zapytaj,brak informacji,2024,brak informacji,tak,brak informacji,brak informacji,beton,pierwotny
Zapytaj o cenę,"34,2 m²",Tatarska 4 | apartament BP2.M-07,1,do wykończenia,Współrzędne dokładne,"Przemyśl, Zniesienie, ul. Tatarska 4",49.777973,22.769249,1/3,Zapytaj,pełna własność,balkon,garaż/miejsce parkingowe,0,0,0,0,0,0,0,0
Zapytaj o cenę,"66,21 m²","Mieszkanie 66m.kw., parter z ogródkiem, Mielec M36",4,do wykończenia,Współrzędne dokładne,"ul. Wojsławska , Mielec, mielecki",50.28212,21.431517,parter/7,Zapytaj,pełna własność,"ogródek, taras",garaż/miejsce parkingowe,0,0,0,0,0,0,0,0
283 955 zł,"29,89 m²",Nowe Mieszkanie na Osiedlu Architektów A2.1.M63,1,do wykończenia,Współrzędne dokładne,"Rzeszów, Staroniwa, ul. Architektów",50.019516,21.971814,1/8,Zapytaj,pełna własność,balkon,garaż/miejsce parkingowe,0,0,0,0,0,0,0,0
Zapytaj o cenę,"64,04 m²",Nowe mieszkanie ul. Miła - 3 pokoje | 6,3,do wykończenia,Współrzędne dokładne,"Rzeszów, Drabinianka, ul. Miła",49.99936,22.005007,2/4,Zapytaj,Zapytaj,balkon,garaż/miejsce parkingowe,0,0,0,0,0,0,0,0
354 712 zł,"41,78 m²",Ostatnie mieszkanie w promocyjnej cenie/inwestycja,2,do wykończenia,Współrzędne dokładne,"Staroniwa, Rzeszów, Rzeszów",50.03493,21.96757,1/7,Zapytaj,pełna własność,taras,garaż/miejsce parkingowe,2023-07-31,2023,brak informacji,nie,brak informacji,brak informacji,brak informacji,pierwotny
539 000 zł,72 m²,Mieszkanie deweloperskie w prestiżowej inwestycji.,3,do wykończenia,Współrzędne dokładne,"ul. Iwonicka , Rzeszów, Rzeszów",50.047995,21.957096,parter/1,Zapytaj,pełna własność,taras,garaż/miejsce parkingowe,brak informacji,2023,blok,nie,brak informacji,brak informacji,brak informacji,pierwotny
604 240 zł,"66,4 m²",Samowystarczalne osiedle zaraz obok parku!,3,do wykończenia,Współrzędne dokładne,"Rzeszów, Słocina, ul. Ignacego Paderewskiego",50.02725,22.039701,1/7,Zapytaj,pełna własność,taras,Zapytaj,brak informacji,2022,brak informacji,tak,"telewizja kablowa, internet, telefon","domofon / wideofon, monitoring / ochrona",brak informacji,pierwotny
687 150 zł,"76,35 m²",Dla rodziny - odbierz klucze już niedługo!,4,do wykończenia,Współrzędne dokładne,"Rzeszów, Słocina, ul. Ignacego Paderewskiego",50.02725,22.039701,1/7,Zapytaj,pełna własność,balkon,Zapytaj,brak informacji,2022,brak informacji,tak,"telewizja kablowa, internet, telefon","domofon / wideofon, monitoring / ochrona",brak informacji,pierwotny
430 950 zł,51 m²,3pokoje z ogródkiem z odbiorem w maju 2023,3,do wykończenia,Współrzędne dokładne,"Rzeszów, Rzeszów, podkarpackie",50.06143,22.03748,parter/1,Zapytaj,pełna własność,Zapytaj,garaż/miejsce parkingowe,2023-05-01,2021,szeregowiec,nie,internet,"drzwi / okna antywłamaniowe, domofon / wideofon",pustak,pierwotny
291 888 zł,"40,54 m²",Nowe mieszkanie Osiedle Tyczyn 40m2!,3,Zapytaj,Nieruchomość znajduje się w zaznaczonym obszarze mapy. Niestety ogłoszeniodawca nie wskazał dokładnego adresu.,"Tyczyn, rzeszowski, podkarpackie",49.961119,22.023592,1/2,Zapytaj,Zapytaj,Zapytaj,Zapytaj,brak informacji,2023,blok,tak,brak informacji,brak informacji,brak informacji,pierwotny
388 892 zł,57 m²,Nowe mieszkanie Osiedle Tyczyn 57m2!,3,Zapytaj,Współrzędne dokładne,"ul. Kazimierza Wielkiego , Tyczyn, rzeszowski",49.96099,22.02629,2,Zapytaj,Zapytaj,balkon,Zapytaj,brak informacji,2023,blok,tak,brak informacji,brak informacji,brak informacji,pierwotny
284 050 zł,"29,9 m²",Nowe Mieszkanie na Osiedlu Architektów B2.4.M90,1,do wykończenia,Współrzędne dokładne,"Rzeszów, Staroniwa, ul. Architektów",50.019516,21.971814,4/8,Zapytaj,pełna własność,balkon,garaż/miejsce parkingowe,0,0,0,0,0,0,0,0
438 058 zł,"40,94 m²",2 pokoje | Panorama Kwiatkowskiego | NOWY budynek,2,do wykończenia,Współrzędne dokładne,"ul. Eugeniusza Kwiatkowskiego , Rzeszów, Rzeszów",50.007496,22.000689,4/4,Zapytaj,pełna własność,balkon,garaż/miejsce parkingowe,brak informacji,2023,blok,tak,"telewizja kablowa, internet, telefon",domofon / wideofon,brak informacji,pierwotny
Zapytaj o cenę,"42,59 m²","Mieszkanie 42 m.kw., parter, Mielec, M41",2,do wykończenia,Współrzędne dokładne,"ul. Wojsławska , Mielec, mielecki",50.28212,21.431517,parter/7,Zapytaj,pełna własność,balkon,garaż/miejsce parkingowe,0,0,0,0,0,0,0,0
525 840 zł,"65,73 m²",Wygodne Mieszkanie na Osiedlu Architektów B1.6.M39,3,do wykończenia,Współrzędne dokładne,"Rzeszów, Staroniwa, ul. Architektów",50.019516,21.971814,6/8,Zapytaj,pełna własność,balkon,garaż/miejsce parkingowe,0,0,0,0,0,0,0,0
Zapytaj o cenę,"57,75 m²",Nowe mieszkanie w inwestycji KWADRAT | 30,3,do wykończenia,Współrzędne dokładne,"Rzeszów, Drabinianka, ul. Miła",49.99936,22.005007,2/4,Zapytaj,Zapytaj,balkon,garaż/miejsce parkingowe,0,0,0,0,0,0,0,0
Zapytaj o cenę,"43,19 m²",Przytulny Apartament M96,2,do wykończenia,Współrzędne dokładne,"Rzeszów, Nowe Miasto, al. mjr. Wacława Kopisto",50.029344,22.007265,1/13,Zapytaj,pełna własność,balkon,Zapytaj,0,0,0,0,0,0,0,0
389 000 zł,"61,65 m²",1 piętro-4 pokoje-niska zabudowa,4,do wykończenia,Współrzędne dokładne,"Rzeszów, Przybyszówka, ul. Krakowska",50.061386,21.937363,1/1,Zapytaj,pełna własność,balkon,garaż/miejsce parkingowe,brak informacji,2022,szeregowiec,nie,"telewizja kablowa, internet, telefon","drzwi / okna antywłamaniowe, domofon / wideofon, monitoring / ochrona",pustak,pierwotny
493 818 zł,"58,44 m²","Maj 2023- odbiór, 3 pokoje z ogródkiem, Załęże",3,do wykończenia,Współrzędne dokładne,"Rzeszów, Rzeszów, podkarpackie",50.06143,22.03748,parter/1,Zapytaj,pełna własność,"ogródek, taras",garaż/miejsce parkingowe,2023-05-01,2021,szeregowiec,nie,internet,"drzwi / okna antywłamaniowe, domofon / wideofon",pustak,pierwotny
486 382 zł,"57,56 m²",Ostatnie 3 pokojowe z odbiorem w maju 2023,3,do wykończenia,Współrzędne dokładne,"Rzeszów, Rzeszów, podkarpackie",50.06143,22.03748,1/1,Zapytaj,pełna własność,Zapytaj,garaż/miejsce parkingowe,2023-05-01,2021,szeregowiec,nie,internet,"drzwi / okna antywłamaniowe, domofon / wideofon",pustak,pierwotny
364 900 zł,"57,07 m²","Atrakcyjne, w świetnej lokalizacji 3 pokojowe !!!",3,do wykończenia,Współrzędne dokładne,"os. Władysława Sikorskiego , Łańcut, łańcucki",50.070831,22.237392,1/2,Zapytaj,pełna własność,balkon,garaż/miejsce parkingowe,2023-06-30,2022,blok,nie,brak informacji,brak informacji,pustak,pierwotny
420 000 zł,"55,61 m²",Skrajne mieszkania! 175m2 ogródka! Przedsprzedaż!,3,do wykończenia,Współrzędne dokładne,"ul. Beskidzka , Rzeszów, Rzeszów",50.007414,21.954835,parter/1,Zapytaj,Zapytaj,ogródek,garaż/miejsce parkingowe,brak informacji,2024,blok,nie,"telewizja kablowa, internet, telefon",monitoring / ochrona,pustak,pierwotny
559 000 zł,"108,6 m²",5-pok. mieszkanie|Staromieście|108m2|5055 zł/m2,5,do wykończenia,Współrzędne dokładne,"ul. Romana Krogulskiego , Rzeszów, Rzeszów",50.065453,21.997957,1/1,Zapytaj,Zapytaj,Zapytaj,garaż/miejsce parkingowe,brak informacji,2023,blok,nie,"telewizja kablowa, internet, telefon",brak informacji,pustak,pierwotny
479 000 zł,"84,77 m²",Lwowska Tarasy | Z dużym tarasem dachowym,4,do wykończenia,Nieruchomość znajduje się w zaznaczonym obszarze mapy. Niestety ogłoszeniodawca nie wskazał dokładnego adresu.,"Malawa, rzeszowski, podkarpackie",50.037996,22.040289,1/1,Zapytaj,Zapytaj,Zapytaj,garaż/miejsce parkingowe,brak informacji,2023,blok,nie,brak informacji,brak informacji,pustak,pierwotny
399 000 zł,"57,46 m²",boczna ul. Lwowskiej | Z ogrodem 90 m2 ! OSTATNIE,3,do wykończenia,Nieruchomość znajduje się w zaznaczonym obszarze mapy. Niestety ogłoszeniodawca nie wskazał dokładnego adresu.,"Rzeszów, Rzeszów, podkarpackie",50.038327,22.080715,parter/1,Zapytaj,pełna własność,ogródek,garaż/miejsce parkingowe,2023-09-30,2023,szeregowiec,nie,internet,"drzwi / okna antywłamaniowe, teren zamknięty, domofon / wideofon",pustak,pierwotny
388 299 zł,"54,69 m²",ul. Rocha | Z ogrodem | Gotowe 2023 r. | Ostatnie,3,do wykończenia,Nieruchomość znajduje się w zaznaczonym obszarze mapy. Niestety ogłoszeniodawca nie wskazał dokładnego adresu.,"Rzeszów, Rzeszów, podkarpackie",50.012515,22.060871,parter/1,Zapytaj,Zapytaj,Zapytaj,garaż/miejsce parkingowe,2023-12-31,2023,blok,nie,brak informacji,brak informacji,pustak,pierwotny
Zapytaj o cenę,"41,01 m²","Mieszkanie 41 m.kw., parter z ogródkiem,Mielec M34",2,do wykończenia,Współrzędne dokładne,"ul. Wojsławska , Mielec, mielecki",50.28212,21.431517,parter/7,Zapytaj,pełna własność,"ogródek, taras",garaż/miejsce parkingowe,0,0,0,0,0,0,0,0
371 403 zł,"42,69 m²",Mieszkanie na Osiedlu Architektów A1.5.M33,2,do wykończenia,Współrzędne dokładne,"Rzeszów, Staroniwa, ul. Architektów",50.019516,21.971814,5/8,Zapytaj,pełna własność,balkon,garaż/miejsce parkingowe,0,0,0,0,0,0,0,0
Zapytaj o cenę,"37,75 m²",Nowe mieszkanie w inwestycji KWADRAT | 70,2,Zapytaj,Współrzędne dokładne,"Rzeszów, Drabinianka, ul. Miła",49.99936,22.005007,4/4,Zapytaj,Zapytaj,balkon,garaż/miejsce parkingowe,0,0,0,0,0,0,0,0
389 000 zł,"61,65 m²",62m2-niska zabudowa,4,do wykończenia,Współrzędne dokładne,"Rzeszów, Przybyszówka, ul. Krakowska",50.061386,21.937363,1/1,Zapytaj,pełna własność,balkon,garaż/miejsce parkingowe,brak informacji,2022,szeregowiec,nie,"telewizja kablowa, internet, telefon","drzwi / okna antywłamaniowe, teren zamknięty, monitoring / ochrona",pustak,pierwotny
419 000 zł,67 m²,"3 Pokoje z ogródkiem, klucze w tym roku!",3,do wykończenia,Współrzędne dokładne,"al. gen. Władysława Sikorskiego , Tyczyn, rzeszowski",49.964877,22.038975,parter/1,Zapytaj,pełna własność,ogródek,garaż/miejsce parkingowe,brak informacji,2022,brak informacji,nie,"telewizja kablowa, internet",brak informacji,pustak,pierwotny
818 010 zł,"90,89 m²",Niedługo oddanie - samowystarczalne osiedle!,4,do wykończenia,Współrzędne dokładne,"Rzeszów, Słocina, ul. Ignacego Paderewskiego",50.02725,22.039701,2/7,Zapytaj,Zapytaj,"balkon, taras",garaż/miejsce parkingowe,brak informacji,2022,blok,tak,"telewizja kablowa, internet, telefon",domofon / wideofon,brak informacji,pierwotny
Zapytaj o cenę,"65,48 m²","Mieszkanie 65 m.kw. , 1 piętro, Mielec M40",4,do wykończenia,Współrzędne dokładne,"ul. Wojsławska , Mielec, mielecki",50.28212,21.431517,1/7,Zapytaj,pełna własność,balkon,garaż/miejsce parkingowe,0,0,0,0,0,0,0,0
242 630 zł,"25,54 m²",Wygodne Mieszkanie na Osiedlu Architektów B2.2.M73,1,do wykończenia,Współrzędne dokładne,"Rzeszów, Staroniwa, ul. Architektów",50.019516,21.971814,2/8,Zapytaj,pełna własność,balkon,garaż/miejsce parkingowe,0,0,0,0,0,0,0,0
Zapytaj o cenę,"37,75 m²",Nowe mieszkanie + przytulny ogródek ul. Miła | 38,2,do wykończenia,Współrzędne dokładne,"Rzeszów, Drabinianka, ul. Miła",49.99936,22.005007,parter/4,Zapytaj,Zapytaj,ogródek,garaż/miejsce parkingowe,0,0,0,0,0,0,0,0
459 000 zł,"63,48 m²",Nowa inwestycja/3 pokoje/duży ogród !!!,3,do wykończenia,Współrzędne dokładne,"Rzeszów, Rzeszów, podkarpackie",50.029094,22.011232,parter/1,Zapytaj,pełna własność,ogródek,garaż/miejsce parkingowe,brak informacji,2023,brak informacji,nie,"telewizja kablowa, internet",brak informacji,pustak,pierwotny
405 000 zł,"55,08 m²",Nowość - 3 pokoje - ul. Sikorskiego - na 2023 !,3,do wykończenia,Nieruchomość znajduje się w zaznaczonym obszarze mapy. Niestety ogłoszeniodawca nie wskazał dokładnego adresu.,"Drabinianka, Rzeszów, Rzeszów",49.995214,22.018036,parter/2,Zapytaj,pełna własność,ogródek,garaż/miejsce parkingowe,2023-07-31,2023,brak informacji,nie,"telewizja kablowa, internet",brak informacji,brak informacji,pierwotny
479 000 zł,"84,77 m²",Świetne mieszkanie z tarasem na dachu !,4,do wykończenia,Nieruchomość znajduje się w zaznaczonym obszarze mapy. Niestety ogłoszeniodawca nie wskazał dokładnego adresu.,"Wilkowyja, Rzeszów, Rzeszów",50.037996,22.040289,1/1,Zapytaj,pełna własność,Zapytaj,garaż/miejsce parkingowe,2023-03-31,2022,brak informacji,nie,"telewizja kablowa, internet",brak informacji,pustak,pierwotny
429 000 zł,70 m²,6 Mikrokawalerek - oś. Projektant !,4,do wykończenia,Nieruchomość znajduje się w zaznaczonym obszarze mapy. Niestety ogłoszeniodawca nie wskazał dokładnego adresu.,"Rzeszów, Rzeszów, podkarpackie",50.049172,21.951569,1/1,Zapytaj,pełna własność,balkon,garaż/miejsce parkingowe,2023-07-01,2022,brak informacji,nie,"telewizja kablowa, internet",brak informacji,brak informacji,pierwotny
428 550 zł,"57,14 m²",Super Oferta Dębicka ! 3 pokoje z ogródkiem !,3,do wykończenia,Nieruchomość znajduje się w zaznaczonym obszarze mapy. Niestety ogłoszeniodawca nie wskazał dokładnego adresu.,"Przybyszówka, Rzeszów, Rzeszów",50.049143,21.931004,parter/1,Zapytaj,pełna własność,ogródek,garaż/miejsce parkingowe,2023-09-01,2022,brak informacji,nie,"telewizja kablowa, internet",brak informacji,pustak,pierwotny
579 576 zł,"70,68 m²",Odbierz klucze już niedługo! Osiedle obok parku!,3,do wykończenia,Współrzędne dokładne,"Rzeszów, Słocina, ul. Ignacego Paderewskiego",50.02725,22.039701,5/7,Zapytaj,pełna własność,balkon,garaż/miejsce parkingowe,brak informacji,2022,brak informacji,tak,"telewizja kablowa, internet, telefon","domofon / wideofon, monitoring / ochrona",brak informacji,pierwotny
409 101 zł,"59,29 m²","Apartamenty Dworzysko Mieszkanie PIETRO D2 59,29",4,do wykończenia,Współrzędne dokładne,"Rzeszów, Dworzysko, ul. Dworzysko",50.071987,21.943634,1/1,Zapytaj,pełna własność,balkon,garaż/miejsce parkingowe,brak informacji,2021,szeregowiec,nie,"telewizja kablowa, internet, telefon",teren zamknięty,pustak,pierwotny
409 101 zł,"59,29 m²","Apartamenty Dworzysko Mieszkanie PIETRO F2 59,29",4,do wykończenia,Współrzędne dokładne,"Rzeszów, Dworzysko, ul. Dworzysko",50.071987,21.943634,1/1,Zapytaj,pełna własność,balkon,garaż/miejsce parkingowe,brak informacji,2021,szeregowiec,nie,"telewizja kablowa, internet, telefon",teren zamknięty,pustak,pierwotny
398 480 zł,"46,88 m²","Apartamenty Dworzysko Mieszkanie PARTER E1 46,88",3,do wykończenia,Współrzędne dokładne,"Rzeszów, Dworzysko, ul. Dworzysko",50.071987,21.943634,parter/1,Zapytaj,pełna własność,"ogródek, taras",garaż/miejsce parkingowe,brak informacji,2021,szeregowiec,nie,"telewizja kablowa, internet",teren zamknięty,pustak,pierwotny
389 000 zł,"61,65 m²",4 pokoje -62m2-niska zabudowa,4,do wykończenia,Współrzędne dokładne,"Rzeszów, Przybyszówka, ul. Krakowska",50.061386,21.937363,1/1,Zapytaj,pełna własność,balkon,garaż/miejsce parkingowe,brak informacji,2022,szeregowiec,nie,"telewizja kablowa, internet, telefon","drzwi / okna antywłamaniowe, teren zamknięty, monitoring / ochrona",pustak,pierwotny
395 000 zł,76 m²,os. Drabinianka | Dwupoziomowe | 3-4 pokoje,4,do wykończenia,Nieruchomość znajduje się w zaznaczonym obszarze mapy. Niestety ogłoszeniodawca nie wskazał dokładnego adresu.,"Drabinianka, Rzeszów, Rzeszów",49.994181,21.994697,1/1,Zapytaj,Zapytaj,Zapytaj,garaż/miejsce parkingowe,brak informacji,2023,brak informacji,nie,brak informacji,brak informacji,pustak,pierwotny
429 000 zł,"74,61 m²",Najlepsza Lokalizacja | Super Cena | 4 Pokoje !,4,do wykończenia,Nieruchomość znajduje się w zaznaczonym obszarze mapy. Niestety ogłoszeniodawca nie wskazał dokładnego adresu.,"Rzeszów, Rzeszów, podkarpackie",50.049172,21.951569,1/1,Zapytaj,pełna własność,balkon,garaż/miejsce parkingowe,2023-09-01,2023,blok,nie,"telewizja kablowa, internet",brak informacji,brak informacji,pierwotny
399 000 zł,"59,46 m²",Super Cena | 3 pokojowe mieszkanie z ogródkiem !,3,do wykończenia,Nieruchomość znajduje się w zaznaczonym obszarze mapy. Niestety ogłoszeniodawca nie wskazał dokładnego adresu.,"Rzeszów, Rzeszów, podkarpackie",49.979387,22.014385,parter/1,Zapytaj,pełna własność,ogródek,garaż/miejsce parkingowe,brak informacji,2023,brak informacji,nie,"telewizja kablowa, internet",brak informacji,brak informacji,pierwotny
395 000 zł,"56,4 m²",Super Oferta! 4 pokoje z Garażem | Duży Taras,4,do wykończenia,Nieruchomość znajduje się w zaznaczonym obszarze mapy. Niestety ogłoszeniodawca nie wskazał dokładnego adresu.,"Tyczyn, rzeszowski, podkarpackie",49.995214,22.018036,parter/1,Zapytaj,pełna własność,balkon,garaż/miejsce parkingowe,brak informacji,2023,brak informacji,nie,"telewizja kablowa, internet",brak informacji,brak informacji,pierwotny
