prize,surface,offer name,rooms ,standard,localization_info,localization_name,latitude,longitude,floor_number,rental_cost,form_of_property,extras,garage,availability,year_of_construction,type_of_building,elevator,media,security,building_material,market
938 757 zł,"96,57 m²",Apartamenty Kopernik | funkcjonalny układ | M153,5,do wykończenia,Współrzędne dokładne,"Białystok, Bema, ul. Mikołaja Kopernika",53.121854,23.1463,7/7,Zapytaj,pełna własność,taras,garaż/miejsce parkingowe,0,0,0,0,0,0,0,0
434 622 zł,"42,61 m²",Apartamenty Kopernik | funkcjonalny układ | M183,1,do wykończenia,Współrzędne dokładne,"Białystok, Bema, ul. Mikołaja Kopernika",53.121854,23.1463,5/7,Zapytaj,pełna własność,balkon,garaż/miejsce parkingowe,0,0,0,0,0,0,0,0
265 000 zł,"35,7 m²","Mieszkanie, 35,70 m², Białystok",2,do remontu,Nieruchomość znajduje się w zaznaczonym obszarze mapy. Niestety ogłoszeniodawca nie wskazał dokładnego adresu.,"Dziesięciny, Białystok, Białystok",53.154097,23.119797,parter,370 zł,Zapytaj,balkon,Zapytaj,brak informacji,brak informacji,blok,nie,brak informacji,brak informacji,brak informacji,wtórny
729 000 zł,"66,53 m²","Mickiewicza 7 - 66,53 m2 - CENA DO NEGOCJACJI!",3,do zamieszkania,Współrzędne dokładne,"Mickiewicza, Białystok, Białystok",53.126777,23.17113,2/4,500 zł,Zapytaj,balkon,garaż/miejsce parkingowe,brak informacji,2009,blok,tak,"telewizja kablowa, internet","system alarmowy, domofon / wideofon",brak informacji,wtórny
487 000 zł,"69,7 m²",Wchodzisz i mieszkasz natychmiast!4 pokoje czekają,4,Zapytaj,Nieruchomość znajduje się w zaznaczonym obszarze mapy. Niestety ogłoszeniodawca nie wskazał dokładnego adresu.,"Zielone Wzgórza, Białystok, Białystok",53.122108,23.10412,3/3,600 zł,spółdzielcze własnościowe,balkon,Zapytaj,brak informacji,1986,blok,nie,"telewizja kablowa, internet",brak informacji,brak informacji,wtórny
620 287 zł,"41,63 m²","Wyjątkowy apartament 41,63 m2 Enklawa Białowieska",2,do zamieszkania,Współrzędne dokładne,"Nieznany Bór, hajnowski, podlaskie",52.720545,23.624067,2/2,500 zł,pełna własność,taras,garaż/miejsce parkingowe,brak informacji,2020,apartamentowiec,tak,brak informacji,monitoring / ochrona,cegła,wtórny
331 429 zł,39 m²,"Centrum, wysokie sufity, drewniana podłoga!",2,do remontu,Współrzędne dokładne,"ul. Nowy Świat , Białystok, Białystok",53.13438,23.15536,1/4,370 zł,pełna własność,Zapytaj,garaż/miejsce parkingowe,brak informacji,1955,brak informacji,nie,brak informacji,brak informacji,brak informacji,wtórny
760 000 zł,"80,52 m²",4 pokoje ## Blisko centrum ## Pełna infrastruktura,4,Zapytaj,Współrzędne dokładne,"Białostoczek, Białystok, Białystok",53.15158,23.15567,1/15,637 zł,pełna własność,balkon,garaż/miejsce parkingowe,2022-06-01,2010,blok,tak,brak informacji,domofon / wideofon,cegła,wtórny
339 000 zł,67 m²,3-pok. mieszkanie - 67 m2 - winda - Kowalskiego,3,Zapytaj,Nieruchomość znajduje się w zaznaczonym obszarze mapy. Niestety ogłoszeniodawca nie wskazał dokładnego adresu.,"Suwałki, Suwałki, podlaskie",54.10253,22.92554,4,Zapytaj,Zapytaj,balkon,Zapytaj,brak informacji,brak informacji,brak informacji,nie,brak informacji,brak informacji,brak informacji,wtórny
399 000 zł,"61,19 m²",Nowe mieszkanie na sprzedaż.,3,do wykończenia,Współrzędne dokładne,"Suwałki, Suwałki, podlaskie",54.1013,22.93005,2/3,300 zł,Zapytaj,balkon,Zapytaj,brak informacji,2021,blok,nie,brak informacji,brak informacji,brak informacji,wtórny
350 000 zł,"88,31 m²",Przestronne mieszanie 5-pokojowe w dobrej cenie.,5,do remontu,Współrzędne dokładne,"Suwałki, Suwałki, podlaskie",54.1013,22.93005,2/2,Zapytaj,Zapytaj,balkon,Zapytaj,brak informacji,brak informacji,blok,nie,brak informacji,brak informacji,brak informacji,wtórny
270 000 zł,"46,76 m²",Na sprzedaż 2-pokojowe mieszkanie na Klonowej.,2,do remontu,Współrzędne dokładne,"Suwałki, Suwałki, podlaskie",54.1013,22.93005,3/4,350 zł,Zapytaj,balkon,Zapytaj,brak informacji,brak informacji,blok,nie,brak informacji,brak informacji,brak informacji,wtórny
453 229 zł,"57,01 m²",Gotowe Do Odbioru Już W II Kwartale 2023!,3,do wykończenia,Współrzędne dokładne,"Białystok, Bema, ul. Depowa",53.122148,23.140939,3/3,400 zł,pełna własność,balkon,garaż/miejsce parkingowe,brak informacji,2023,apartamentowiec,tak,brak informacji,brak informacji,cegła,pierwotny
559 000 zł,"69,79 m²",3 Pokoje Do Wlasnej Aranżacji,3,do wykończenia,Współrzędne dokładne,"Białystok, Słoneczny Stok, ul. Marczukowska",53.128955,23.104162,1/3,500 zł,pełna własność,balkon,Zapytaj,brak informacji,2024,apartamentowiec,tak,brak informacji,monitoring / ochrona,cegła,pierwotny
555 000 zł,"43,95 m²",** Apartamenty Kopernika *Taras 30m2 **,2,do zamieszkania,Nieruchomość znajduje się w zaznaczonym obszarze mapy. Niestety ogłoszeniodawca nie wskazał dokładnego adresu.,"Bema, Białystok, Białystok",53.124357,23.134212,6/6,Zapytaj,pełna własność,taras,Zapytaj,brak informacji,2022,apartamentowiec,tak,brak informacji,brak informacji,brak informacji,wtórny
487 000 zł,"69,7 m²","Piękne 4pok. IIIp. 69,7m2 Ziel. Wzgórza Rumiankowa",4,do zamieszkania,Nieruchomość znajduje się w zaznaczonym obszarze mapy. Niestety ogłoszeniodawca nie wskazał dokładnego adresu.,"Zielone Wzgórza, Białystok, Białystok",53.122108,23.10412,3/3,600 zł,spółdzielcze własnościowe,Zapytaj,Zapytaj,brak informacji,1986,blok,nie,brak informacji,brak informacji,wielka płyta,wtórny
395 000 zł,"60,61 m²",Mieszkanie 3-pokojowe; ul. Białostocka,3,Zapytaj,Nieruchomość znajduje się w zaznaczonym obszarze mapy. Niestety ogłoszeniodawca nie wskazał dokładnego adresu.,"Zambrów, zambrowski, podlaskie",52.98537,22.24458,3/3,Zapytaj,pełna własność,balkon,Zapytaj,brak informacji,brak informacji,blok,nie,brak informacji,brak informacji,brak informacji,wtórny
370 000 zł,72 m²,Mieszkanie 4-pokojowe 72m2 w Siemiatyczach,4,Zapytaj,Współrzędne dokładne,"ul. Pałacowa , Siemiatycze, siemiatycki",52.425101,22.863183,4/4,Zapytaj,Zapytaj,balkon,Zapytaj,brak informacji,brak informacji,blok,nie,"telewizja kablowa, internet",domofon / wideofon,brak informacji,wtórny
499 900 zł,39 m²,"2 pok (39,19m2) z tarasem ul. Złota",2,Zapytaj,Nieruchomość znajduje się w zaznaczonym obszarze mapy. Niestety ogłoszeniodawca nie wskazał dokładnego adresu.,"Sienkiewicza, Białystok, Białystok",53.13974,23.16505,6/7,Zapytaj,Zapytaj,taras,garaż/miejsce parkingowe,brak informacji,2023,kamienica,tak,brak informacji,brak informacji,brak informacji,pierwotny
359 000 zł,"45,7 m²",Parter - 2 pokoje do wejścia.,2,do zamieszkania,Współrzędne dokładne,"Białystok, Antoniuk, ul. Antoniukowska",53.14148,23.13506,parter/4,400 zł,pełna własność,balkon,Zapytaj,2022-10-19,1970,blok,nie,"telewizja kablowa, internet",domofon / wideofon,cegła,wtórny
349 000 zł,60 m²,"60m2 na Piaskach, blisko uczelnie wyższe!",2,do wykończenia,Współrzędne dokładne,"Białystok, Piaski, ul. Jerzego Waszyngtona",53.12536,23.15516,7/11,600 zł,spółdzielcze własnościowe,balkon,Zapytaj,2022-11-14,1977,blok,tak,"telewizja kablowa, internet, telefon",domofon / wideofon,wielka płyta,wtórny
319 290 zł,36 m²,"Mieszkanie inwestycyjne 36,7m2 blisko centrum",1,Zapytaj,Nieruchomość znajduje się w zaznaczonym obszarze mapy. Niestety ogłoszeniodawca nie wskazał dokładnego adresu.,"Antoniuk, Białystok, Białystok",53.14192,23.1295,4/9,Zapytaj,pełna własność,balkon,garaż/miejsce parkingowe,brak informacji,2022,apartamentowiec,tak,internet,brak informacji,brak informacji,pierwotny
519 000 zł,"82,54 m²",* Bezczynszowe* Pompa Ciepła * blisko las *,4,do wykończenia,Współrzędne dokładne,"Klepacze, białostocki, podlaskie",53.100136,23.082617,parter/1,Zapytaj,pełna własność,Zapytaj,Zapytaj,brak informacji,2022,blok,nie,brak informacji,brak informacji,brak informacji,pierwotny
465 000 zł,"72,34 m²",* Bezczynszowe* Pompa Ciepła * blisko las *,3,do wykończenia,Współrzędne dokładne,"Klepacze, białostocki, podlaskie",53.099177,23.083248,parter/1,Zapytaj,pełna własność,Zapytaj,Zapytaj,brak informacji,2022,blok,nie,brak informacji,brak informacji,brak informacji,pierwotny
415 000 zł,"62,2 m²",***Dobra Inwestycja Blisko Centrum***,4,Zapytaj,Nieruchomość znajduje się w zaznaczonym obszarze mapy. Niestety ogłoszeniodawca nie wskazał dokładnego adresu.,"Przydworcowe, Białystok, Białystok",53.128253,23.142687,4/4,500 zł,Zapytaj,balkon,Zapytaj,brak informacji,1976,blok,nie,brak informacji,brak informacji,brak informacji,wtórny
559 995 zł,"55,88 m²",Przestronne mieszkanie przy ul. Knyszyńskiej,3,do zamieszkania,Współrzędne dokładne,"Białystok, Antoniuk, ul. Knyszyńska",53.13748,23.14,6/10,500 zł,pełna własność,balkon,Zapytaj,2022-12-23,2022,apartamentowiec,tak,"telewizja kablowa, internet, telefon",brak informacji,cegła,wtórny
537 700 zł,"49,98 m²",Nowoczesny loft w Panorama Park 1% Pcc,3,do zamieszkania,Współrzędne dokładne,"Białystok, Antoniuk, ul. Knyszyńska",53.13748,23.14,8/10,499 zł,pełna własność,balkon,Zapytaj,2022-12-23,2022,apartamentowiec,tak,"telewizja kablowa, internet, telefon",domofon / wideofon,cegła,wtórny
552 812 zł,"71,62 m²",Duo Apartamenty | mieszkanie A/15,3,do wykończenia,Współrzędne dokładne,"Białystok, Zawady, ul. Lodowa",53.165295,23.118647,2/2,Zapytaj,Zapytaj,taras,garaż/miejsce parkingowe,brak informacji,2023,apartamentowiec,tak,"telewizja kablowa, internet","drzwi / okna antywłamaniowe, domofon / wideofon",brak informacji,pierwotny
608 418 zł,"81,07 m²",Duo Apartamenty | mieszkanie B/11,3,do wykończenia,Współrzędne dokładne,"Białystok, Zawady, ul. Lodowa",53.165295,23.118647,2/2,Zapytaj,Zapytaj,"balkon, taras",garaż/miejsce parkingowe,brak informacji,2023,apartamentowiec,tak,"telewizja kablowa, internet",drzwi / okna antywłamaniowe,brak informacji,pierwotny
564 000 zł,63 m²,"3 pokoje, ogród, ciche, spokojne",3,Zapytaj,Współrzędne dokładne,"Bacieczki, Białystok, Białystok",53.14788,23.05151,parter/1,Zapytaj,pełna własność,ogródek,garaż/miejsce parkingowe,brak informacji,brak informacji,blok,nie,"telewizja kablowa, internet, telefon","drzwi / okna antywłamaniowe, teren zamknięty, domofon / wideofon, monitoring / ochrona",cegła,wtórny
454 000 zł,"37,85 m²",** Wyższy Standard ** Apartament **,2,do zamieszkania,Nieruchomość znajduje się w zaznaczonym obszarze mapy. Niestety ogłoszeniodawca nie wskazał dokładnego adresu.,"Wysoki Stoczek, Białystok, Białystok",53.141956,23.095924,5/6,320 zł,pełna własność,balkon,garaż/miejsce parkingowe,brak informacji,2022,apartamentowiec,tak,brak informacji,brak informacji,cegła,wtórny
695 000 zł,"111,9 m²","Apartament 2-poziomowy 111,90m2/Dolina Cisów",4,Zapytaj,Nieruchomość znajduje się w zaznaczonym obszarze mapy. Niestety ogłoszeniodawca nie wskazał dokładnego adresu.,"Wasilków, białostocki, podlaskie",53.19724,23.20935,2/3,Zapytaj,pełna własność,balkon,Zapytaj,brak informacji,2016,brak informacji,nie,brak informacji,brak informacji,brak informacji,wtórny
Zapytaj o cenę,"55,45 m²",3-pokojowe z dużym balkonem VI | A-48,3,do wykończenia,Współrzędne dokładne,"Białystok, Centrum, ul. Jurowiecka",53.13863,23.161015,4/10,Zapytaj,pełna własność,balkon,garaż/miejsce parkingowe,0,0,0,0,0,0,0,0
Zapytaj o cenę,"40,25 m²",2-pokojowe mieszkanie z zielonym tarasem | CENTRUM,2,do wykończenia,Współrzędne dokładne,"Białystok, Centrum, ul. Jurowiecka",53.13863,23.161015,1,Zapytaj,pełna własność,balkon,garaż/miejsce parkingowe,0,0,0,0,0,0,0,0
Zapytaj o cenę,"40,29 m²",2-pokojowe z ogródkiem Apartamenty Jagiellońskie,2,do wykończenia,Współrzędne dokładne,"Białystok, Centrum, ul. Jurowiecka",53.13863,23.161015,1/10,Zapytaj,pełna własność,"balkon, ogródek",garaż/miejsce parkingowe,0,0,0,0,0,0,0,0
378 621 zł,"34,11 m²",2-pokojowe - Apartamenty Jagiellońskie VI | B-216,2,do wykończenia,Współrzędne dokładne,"Białystok, Centrum, ul. Jurowiecka",53.13863,23.161015,6/10,Zapytaj,pełna własność,balkon,garaż/miejsce parkingowe,0,0,0,0,0,0,0,0
370 000 zł,37 m²,"Centrum, 2 pokoje 37 m2, Po remoncie,",2,do zamieszkania,Współrzędne dokładne,"Centrum, Białystok, Białystok",53.13801,23.16816,3/4,360 zł,Zapytaj,Zapytaj,garaż/miejsce parkingowe,brak informacji,1960,kamienica,nie,"telewizja kablowa, internet","drzwi / okna antywłamaniowe, domofon / wideofon",cegła,wtórny
359 000 zł,"48,3 m²","Ciepłe i ciche, dwustronne mieszkanie 2-pokojowe",2,do zamieszkania,Współrzędne dokładne,"Wysoki Stoczek, Białystok, Białystok",53.142766,23.109496,3/3,450 zł,Zapytaj,Zapytaj,Zapytaj,brak informacji,1986,blok,nie,brak informacji,monitoring / ochrona,brak informacji,wtórny
Zapytaj o cenę,"55,38 m²","3-pokojowe, rogowe z balkonem i ogródkiem A6 | VI",3,do wykończenia,Współrzędne dokładne,"Białystok, Centrum, ul. Jurowiecka",53.13863,23.161015,1/10,Zapytaj,pełna własność,"balkon, ogródek",garaż/miejsce parkingowe,0,0,0,0,0,0,0,0
Zapytaj o cenę,"38,94 m²",Mieszkanie - Apartamenty Jagiellońskie VI | A-120,2,do wykończenia,Współrzędne dokładne,"Białystok, Centrum, ul. Jurowiecka",53.13863,23.161015,9/10,Zapytaj,pełna własność,balkon,garaż/miejsce parkingowe,0,0,0,0,0,0,0,0
Zapytaj o cenę,"39,16 m²",2-pokojowe mieszkanie - Apartamenty Jagiellońskie,2,do wykończenia,Współrzędne dokładne,"Białystok, Centrum, ul. Jurowiecka",53.13863,23.161015,6/10,Zapytaj,pełna własność,balkon,garaż/miejsce parkingowe,0,0,0,0,0,0,0,0
Zapytaj o cenę,"39,16 m²",2-pokojowe mieszkanie - Apartamenty Jagiellońskie,2,do wykończenia,Współrzędne dokładne,"Białystok, Centrum, ul. Jurowiecka",53.13863,23.161015,6/10,Zapytaj,pełna własność,balkon,garaż/miejsce parkingowe,0,0,0,0,0,0,0,0
Zapytaj o cenę,"56,48 m²","3-pokojowe, duży balkon z widokiem na miasto | VI",3,do wykończenia,Współrzędne dokładne,"Białystok, Centrum, ul. Jurowiecka",53.13863,23.161015,7/10,Zapytaj,pełna własność,balkon,garaż/miejsce parkingowe,0,0,0,0,0,0,0,0
581 490 zł,"55,38 m²","3-pokojowe, przestronne w CENTRUM | ul. Jurowiecka",3,do wykończenia,Współrzędne dokładne,"Białystok, Centrum, ul. Jurowiecka",53.13863,23.161015,2/10,Zapytaj,pełna własność,balkon,garaż/miejsce parkingowe,0,0,0,0,0,0,0,0
Zapytaj o cenę,"74,9 m²","4-pokojowe, duży taras z widokiem na rzekę",4,do wykończenia,Współrzędne dokładne,"Białystok, Centrum, ul. Jurowiecka",53.13863,23.161015,1/10,Zapytaj,pełna własność,balkon,garaż/miejsce parkingowe,0,0,0,0,0,0,0,0
517 000 zł,"56,2 m²",3-pokojowe mieszkanie w nowym budownictwie,3,do zamieszkania,Nieruchomość znajduje się w zaznaczonym obszarze mapy. Niestety ogłoszeniodawca nie wskazał dokładnego adresu.,"Łomża, Łomża, podlaskie",53.13362,22.08798,parter/4,312 zł,pełna własność,Zapytaj,Zapytaj,brak informacji,2020,blok,tak,brak informacji,monitoring / ochrona,cegła,wtórny
527 000 zł,"62,2 m²","Po generalnym remoncie, 3 pokoje",3,do zamieszkania,Współrzędne dokładne,"Białystok, Dziesięciny, ul. Dziesięciny",53.149113,23.12772,4/4,400 zł,Zapytaj,Zapytaj,garaż/miejsce parkingowe,brak informacji,1977,blok,nie,brak informacji,brak informacji,wielka płyta,wtórny
399 000 zł,38 m²,Dwupokojowe mieszkanie 38 m2 z ogródkiem 63 m2,2,do wykończenia,Współrzędne dokładne,"Białystok, Leśna Dolina, ul. gen. Władysława Sikorskiego",53.133836,23.101344,parter/2,Zapytaj,pełna własność,"ogródek, taras",garaż/miejsce parkingowe,brak informacji,brak informacji,blok,tak,"telewizja kablowa, internet",domofon / wideofon,cegła,pierwotny
518 966 zł,"50,39 m²",Centrum - Starobojarska mieszkanie *2 pokoje*,2,do wykończenia,Współrzędne dokładne,"Białystok, Bojary, ul. Łąkowa",53.13957,23.173932,1/4,Zapytaj,pełna własność,balkon,garaż/miejsce parkingowe,brak informacji,2022,kamienica,tak,brak informacji,brak informacji,brak informacji,pierwotny
489 510 zł,"69,93 m²","Mieszkanie *69.93 m2* Zawady, Lodowa",4,do wykończenia,Współrzędne dokładne,"Białystok, Zawady, ul. Lodowa",53.165175,23.118726,2/2,Zapytaj,pełna własność,balkon,garaż/miejsce parkingowe,brak informacji,2023,blok,nie,brak informacji,brak informacji,brak informacji,pierwotny
299 000 zł,"46,2 m²",Przestronne mieszkanie w atrakcyjnej cenie,2,do remontu,Nieruchomość znajduje się w zaznaczonym obszarze mapy. Niestety ogłoszeniodawca nie wskazał dokładnego adresu.,"Młodych, Białystok, Białystok",53.136133,23.128156,8/10,400 zł,Zapytaj,balkon,Zapytaj,brak informacji,1973,blok,tak,brak informacji,brak informacji,wielka płyta,wtórny
Zapytaj o cenę,"52,92 m²",Ustawne Mieszkanie Nowe Kolno | M9,3,do wykończenia,Współrzędne dokładne,"ul. Księcia Janusza I I, Kolno, kolneński",53.40437,21.936363,2/3,Zapytaj,Zapytaj,balkon,garaż/miejsce parkingowe,0,0,0,0,0,0,0,0
500 305 zł,"76,97 m²",Przestronne mieszkanie | Sobola Biel A.7 M88,4,do wykończenia,Współrzędne dokładne,"ul. Aleksandry Piłsudskiej , Suwałki, Suwałki",54.08858,22.938486,2/5,Zapytaj,Zapytaj,balkon,garaż/miejsce parkingowe,brak informacji,2024,brak informacji,tak,brak informacji,brak informacji,brak informacji,pierwotny
501 465 zł,"77,26 m²",Sobola Biel A.7 M71,4,do wykończenia,Współrzędne dokładne,"ul. Aleksandry Piłsudskiej , Suwałki, Suwałki",54.08858,22.938486,parter/5,Zapytaj,Zapytaj,taras,garaż/miejsce parkingowe,brak informacji,2024,brak informacji,tak,brak informacji,brak informacji,brak informacji,pierwotny
Zapytaj o cenę,"38,8 m²",Mieszkanie - Apartamenty Jagiellońskie VI | B-169,2,do wykończenia,Współrzędne dokładne,"Białystok, Centrum, ul. Jurowiecka",53.13863,23.161015,3/10,Zapytaj,pełna własność,balkon,garaż/miejsce parkingowe,0,0,0,0,0,0,0,0
Zapytaj o cenę,"54,19 m²",Mieszkanie w inwestycji Nowe Kolno | M10,3,do wykończenia,Współrzędne dokładne,"ul. Księcia Janusza I I, Kolno, kolneński",53.40437,21.936363,2/3,Zapytaj,Zapytaj,balkon,garaż/miejsce parkingowe,0,0,0,0,0,0,0,0
349 000 zł,"58,6 m²","Duże, fajne mieszkanie z potencjałem",3,do remontu,Współrzędne dokładne,"Białystok, Słoneczny Stok, ul. Upalna",53.128955,23.104162,7/10,490 zł,spółdzielcze własnościowe,Zapytaj,Zapytaj,brak informacji,1982,blok,tak,brak informacji,brak informacji,wielka płyta,wtórny
Zapytaj o cenę,"40,27 m²",Mieszkanie - Apartamenty Jagiellońskie VI | B-168,2,do wykończenia,Współrzędne dokładne,"Białystok, Centrum, ul. Jurowiecka",53.13863,23.161015,3/10,Zapytaj,pełna własność,balkon,garaż/miejsce parkingowe,0,0,0,0,0,0,0,0
Zapytaj o cenę,"65,17 m²",Mieszkanie w inwestycji Nowe Kolno | M23,3,do wykończenia,Współrzędne dokładne,"ul. Księcia Janusza I I, Kolno, kolneński",53.40437,21.936363,2/3,Zapytaj,Zapytaj,balkon,garaż/miejsce parkingowe,0,0,0,0,0,0,0,0
439 000 zł,36 m²,*2 pokoje*Stan developerski*Lokalizacja*,2,do zamieszkania,Współrzędne dokładne,"Bojary, Białystok, Białystok",53.13763,23.17388,8/12,Zapytaj,Zapytaj,Zapytaj,Zapytaj,brak informacji,2023,apartamentowiec,tak,brak informacji,brak informacji,brak informacji,pierwotny
Zapytaj o cenę,"40,27 m²","2-pokojowe mieszkanie | ul. Jurowiecka, Centrum",2,do wykończenia,Współrzędne dokładne,"Białystok, Centrum, ul. Jurowiecka",53.13863,23.161015,3/10,Zapytaj,pełna własność,balkon,garaż/miejsce parkingowe,0,0,0,0,0,0,0,0
Zapytaj o cenę,"40,96 m²",Dwupokojowe Mieszkanie Nowe Kolno | M24,2,do wykończenia,Współrzędne dokładne,"ul. Księcia Janusza I I, Kolno, kolneński",53.40437,21.936363,2/3,Zapytaj,Zapytaj,balkon,garaż/miejsce parkingowe,0,0,0,0,0,0,0,0
465 000 zł,"76,97 m²",4-ro pokojowe Sobola Biel A.7 M79,4,do wykończenia,Współrzędne dokładne,"ul. Aleksandry Piłsudskiej , Suwałki, Suwałki",54.08858,22.938486,1/5,Zapytaj,Zapytaj,balkon,garaż/miejsce parkingowe,brak informacji,2024,brak informacji,tak,brak informacji,brak informacji,brak informacji,pierwotny
349 000 zł,"45,64 m²",Okazja. 2 pokoje w stanie deweloperskim. Porosły.,2,Zapytaj,Współrzędne dokładne,"Białystok, Białystok, podlaskie",53.14787,23.055154,1/3,Zapytaj,Zapytaj,Zapytaj,Zapytaj,brak informacji,2022,brak informacji,nie,brak informacji,monitoring / ochrona,cegła,wtórny
Zapytaj o cenę,"38,98 m²",Mieszkanie - Apartamenty Jagiellońskie VI | A-37,2,do wykończenia,Współrzędne dokładne,"Białystok, Centrum, ul. Jurowiecka",53.13863,23.161015,3/10,Zapytaj,pełna własność,balkon,garaż/miejsce parkingowe,0,0,0,0,0,0,0,0
Zapytaj o cenę,"41,08 m²",Ustawne Mieszkanie Nowe Kolno | M25,2,do wykończenia,Współrzędne dokładne,"ul. Księcia Janusza I I, Kolno, kolneński",53.40437,21.936363,2/3,Zapytaj,Zapytaj,balkon,garaż/miejsce parkingowe,0,0,0,0,0,0,0,0
395 000 zł,"46,39 m²","2 pokoje, 2 piętro, winda, blok z 2008 r",2,do zamieszkania,Współrzędne dokładne,"Białystok, Nowe Miasto, ul. Wiadukt",53.09918,23.130904,2/9,Zapytaj,Zapytaj,balkon,Zapytaj,brak informacji,2008,brak informacji,tak,brak informacji,monitoring / ochrona,cegła,wtórny
396 000 zł,47 m²,*3 pokoje*Lokalizacja*,3,do wykończenia,Współrzędne dokładne,"Jaroszówka, Białystok, Białystok",53.180887,23.186371,3/3,Zapytaj,pełna własność,Zapytaj,Zapytaj,brak informacji,2022,blok,nie,brak informacji,brak informacji,brak informacji,pierwotny
438 000 zł,"57,93 m²",Mieszkanie Osiedle Lodowa B34,3,do wykończenia,Współrzędne dokładne,"Białystok, Zawady, ul. Lodowa",53.164417,23.120052,2/2,Zapytaj,pełna własność,balkon,garaż/miejsce parkingowe,brak informacji,2023,blok,nie,"telewizja kablowa, internet","drzwi / okna antywłamaniowe, domofon / wideofon",cegła,pierwotny
432 000 zł,"57,93 m²",Małe mieszkanie Osiedle Lodowa B30,3,do wykończenia,Współrzędne dokładne,"Białystok, Zawady, ul. Lodowa",53.164417,23.120052,1/2,Zapytaj,pełna własność,balkon,garaż/miejsce parkingowe,brak informacji,2023,blok,nie,"telewizja kablowa, internet","drzwi / okna antywłamaniowe, domofon / wideofon",cegła,pierwotny
530 000 zł,"72,03 m²",Duże nowe 4-pokojowe mieszkanie os. Zawady B27,4,do wykończenia,Współrzędne dokładne,"Białystok, Zawady, ul. Lodowa",53.164417,23.120052,1/2,Zapytaj,pełna własność,balkon,garaż/miejsce parkingowe,brak informacji,2023,blok,nie,"telewizja kablowa, internet","drzwi / okna antywłamaniowe, domofon / wideofon",cegła,pierwotny
436 000 zł,"58,15 m²",Piękne mieszkanie z ogródkiem ul. Lodowa B26,3,do wykończenia,Współrzędne dokładne,"Białystok, Zawady, ul. Lodowa",53.164417,23.120052,parter/2,Zapytaj,pełna własność,ogródek,garaż/miejsce parkingowe,brak informacji,2023,blok,nie,"telewizja kablowa, internet","drzwi / okna antywłamaniowe, domofon / wideofon",cegła,pierwotny
502 000 zł,"67,34 m²",Przestronne 4-pokojowe mieszkanie ul. Lodowa B23,4,do wykończenia,Współrzędne dokładne,"Białystok, Zawady, ul. Lodowa",53.164417,23.120052,2/2,Zapytaj,pełna własność,balkon,garaż/miejsce parkingowe,brak informacji,2023,blok,nie,"telewizja kablowa, internet","drzwi / okna antywłamaniowe, domofon / wideofon",cegła,pierwotny
453 000 zł,"60,32 m²",Nowe funkcjonalne mieszkanie na Osiedlu Lodowa B20,3,do wykończenia,Współrzędne dokładne,"Białystok, Zawady, ul. Lodowa",53.164417,23.120052,2/2,Zapytaj,pełna własność,balkon,garaż/miejsce parkingowe,brak informacji,2023,blok,nie,"telewizja kablowa, internet","drzwi / okna antywłamaniowe, domofon / wideofon",cegła,pierwotny
496 000 zł,"67,49 m²",Nowe funkcjonalne mieszkanie ul. Lodowa B19,4,do wykończenia,Współrzędne dokładne,"Białystok, Zawady, ul. Lodowa",53.164417,23.120052,1/2,Zapytaj,pełna własność,balkon,garaż/miejsce parkingowe,brak informacji,2023,blok,nie,"telewizja kablowa, internet","drzwi / okna antywłamaniowe, domofon / wideofon",cegła,pierwotny
550 000 zł,"70,6 m²",3 pokojowe mieszkanie w centrum Białegostoku,3,do zamieszkania,Współrzędne dokładne,"Białystok, Bojary, ul. Modlińska",53.13303,23.17358,2/3,600 zł,pełna własność,balkon,Zapytaj,2022-12-12,1995,brak informacji,nie,brak informacji,brak informacji,brak informacji,wtórny
283 000 zł,"32,3 m²",2 pokoje. Ulica Warszawska.,2,Zapytaj,Współrzędne dokładne,"Białystok, Centrum, ul. Warszawska",53.128235,23.175812,4/4,Zapytaj,Zapytaj,Zapytaj,Zapytaj,brak informacji,brak informacji,blok,nie,brak informacji,brak informacji,brak informacji,wtórny
456 000 zł,"60,43 m²",Duże nowe 3-pokojowe mieszkanie Osiedle Lodowa B13,3,do wykończenia,Współrzędne dokładne,"Białystok, Zawady, ul. Lodowa",53.164417,23.120052,parter/2,Zapytaj,pełna własność,ogródek,garaż/miejsce parkingowe,brak informacji,2023,blok,nie,"telewizja kablowa, internet","drzwi / okna antywłamaniowe, domofon / wideofon",cegła,pierwotny
521 000 zł,"69,93 m²",4-pokojowe mieszkanie ul. Lodowa B12,4,do wykończenia,Współrzędne dokładne,"Białystok, Zawady, ul. Lodowa",53.164417,23.120052,2/2,Zapytaj,pełna własność,balkon,garaż/miejsce parkingowe,brak informacji,2023,blok,nie,"telewizja kablowa, internet","drzwi / okna antywłamaniowe, domofon / wideofon",cegła,pierwotny
515 000 zł,"70,02 m²",4-pokojowe mieszkanie ul. Lodowa B8,4,do wykończenia,Współrzędne dokładne,"Białystok, Zawady, ul. Lodowa",53.164417,23.120052,1/2,Zapytaj,pełna własność,balkon,garaż/miejsce parkingowe,brak informacji,2023,blok,nie,"telewizja kablowa, internet","drzwi / okna antywłamaniowe, domofon / wideofon",cegła,pierwotny
