prize,surface,offer name,rooms ,standard,localization_info,localization_name,latitude,longitude,floor_number,rental_cost,form_of_property,extras,garage,availability,year_of_construction,type_of_building,elevator,media,security,building_material,market
590 653 zł,"69,61 m²",4 pokoje dla rodziny z balkonem l od dewelopera,4,Zapytaj,Współrzędne dokładne,"Sołtysowice, Wrocław, Wrocław",51.1515,17.07492,2/5,Zapytaj,Zapytaj,Zapytaj,Zapytaj,brak informacji,brak informacji,brak informacji,nie,brak informacji,brak informacji,brak informacji,pierwotny
540 384 zł,"52,76 m²",3 pokojowe mieszkanie z tarasem l bez Pcc l dewelo,3,Zapytaj,Współrzędne dokładne,"Sołtysowice, Wrocław, Wrocław",51.15684,17.04435,parter/5,Zapytaj,Zapytaj,Zapytaj,Zapytaj,brak informacji,brak informacji,brak informacji,nie,brak informacji,brak informacji,brak informacji,pierwotny
749 000 zł,"50,77 m²",Dwie niezależne inwestycyjne kawalerki w centrum!,2,do wykończenia,Współrzędne dokładne,"Wrocław, Nadodrze, ul. Księcia Józefa Poniatowskiego",51.119139,17.041919,2/4,500 zł,pełna własność,Zapytaj,Zapytaj,brak informacji,2020,brak informacji,tak,brak informacji,"system alarmowy, domofon / wideofon, monitoring / ochrona",brak informacji,pierwotny
1 178 165 zł,"101,3 m²",4pokoje/2 balkony/kameralne osiedle na Krzykach,4,do wykończenia,Współrzędne dokładne,"Wrocław, Krzyki, ul. Konduktorska",51.065014,17.065122,1/1,800 zł,pełna własność,balkon,Zapytaj,brak informacji,2025,dom wolnostojący,nie,"telewizja kablowa, internet","system alarmowy, drzwi / okna antywłamaniowe, teren zamknięty, domofon / wideofon",inne,pierwotny
620 000 zł,"116,39 m²",Komfortowe bezczynszowe mieszkanie * taras* ogród*,4,do wykończenia,Współrzędne dokładne,"ul. Opalowa , Oława, oławski",50.94117,17.25872,1/1,Zapytaj,pełna własność,"ogródek, taras",garaż/miejsce parkingowe,2023-05-01,2022,dom wolnostojący,nie,brak informacji,"drzwi / okna antywłamaniowe, domofon / wideofon",inne,pierwotny
246 048 zł,"37,28 m²",OGRÓDEK | Najlepsza CENA | Bezpieczny Kredyt 2%HIT,2,Zapytaj,Nieruchomość znajduje się w zaznaczonym obszarze mapy. Niestety ogłoszeniodawca nie wskazał dokładnego adresu.,"Świdnica, świdnicki, dolnośląskie",50.844166,16.490959,parter,Zapytaj,pełna własność,"ogródek, taras",garaż/miejsce parkingowe,brak informacji,brak informacji,apartamentowiec,tak,"telewizja kablowa, internet, telefon","system alarmowy, drzwi / okna antywłamaniowe, teren zamknięty, domofon / wideofon, monitoring / ochrona",brak informacji,pierwotny
339 966 zł,"51,51 m²",Największy ogród | Nowa Inwestycja | kredyt 2% |,3,Zapytaj,Nieruchomość znajduje się w zaznaczonym obszarze mapy. Niestety ogłoszeniodawca nie wskazał dokładnego adresu.,"Świdnica, świdnicki, dolnośląskie",50.844166,16.490959,parter,Zapytaj,pełna własność,"ogródek, taras",garaż/miejsce parkingowe,brak informacji,brak informacji,apartamentowiec,tak,"telewizja kablowa, internet, telefon","system alarmowy, drzwi / okna antywłamaniowe, teren zamknięty, domofon / wideofon, monitoring / ochrona, rolety antywłamaniowe",brak informacji,pierwotny
560 690 zł,"59,02 m²",3-pokojowe mieszkanie 59m2 + balkon Bez Prowizji,3,do wykończenia,Współrzędne dokładne,"Wrocław, Fabryczna, ul. Suwalska",51.152109,16.92805,1/2,Zapytaj,pełna własność,balkon,Zapytaj,0,0,0,0,0,0,0,0
Zapytaj o cenę,"75,75 m²",4-pokojowe mieszkanie 75m2 + balkon Bez Prowizji,4,do wykończenia,Współrzędne dokładne,"Wrocław, Bieńkowice, ul. Boiskowa",51.048457,17.085505,2/3,Zapytaj,pełna własność,balkon,garaż/miejsce parkingowe,0,0,0,0,0,0,0,0
1 595 904 zł,"83,12 m²",3-pokojowe mieszkanie 83m2 + ogródek Bezpośrednio,3,do wykończenia,Współrzędne dokładne,"Wrocław, Karłowice, al. Jana Kasprowicza",51.138963,17.050987,parter/2,Zapytaj,pełna własność,"taras, ogródek",garaż/miejsce parkingowe,0,0,0,0,0,0,0,0
1 392 105 zł,"71,39 m²",2-pokojowe mieszkanie 71m2 + ogródek,2,do wykończenia,Współrzędne dokładne,"Wrocław, Karłowice, al. Jana Kasprowicza",51.138963,17.050987,parter/2,Zapytaj,pełna własność,"taras, ogródek",garaż/miejsce parkingowe,0,0,0,0,0,0,0,0
Zapytaj o cenę,"73,79 m²",4-pokojowe mieszkanie 73m2 + balkon Bez Prowizji,4,do wykończenia,Współrzędne dokładne,"Wrocław, Bieńkowice, ul. Boiskowa",51.048457,17.085505,1/3,Zapytaj,pełna własność,balkon,garaż/miejsce parkingowe,0,0,0,0,0,0,0,0
631 008 zł,"65,73 m²",3-pokojowe mieszkanie 65m2 + balkon,3,do wykończenia,Współrzędne dokładne,"Wrocław, Fabryczna, ul. Suwalska",51.152109,16.92805,1/2,Zapytaj,pełna własność,balkon,Zapytaj,0,0,0,0,0,0,0,0
Zapytaj o cenę,"42,95 m²",2-pokojowe mieszkanie 42m2 + ogródek,2,do wykończenia,Współrzędne dokładne,"Wrocław, Nowy Dwór, ul. Nowodworska",51.115372,16.9606,parter/2,Zapytaj,pełna własność,ogródek,garaż/miejsce parkingowe,0,0,0,0,0,0,0,0
451 000 zł,55 m²,55m2 - 3 pokoje - Osiedle Sami Swoi,3,do wykończenia,Współrzędne dokładne,"ul. Brylantowa , Dobrzykowice, wrocławski",51.102905,17.194622,1/3,Zapytaj,pełna własność,balkon,Zapytaj,brak informacji,2022,blok,tak,"telewizja kablowa, internet, telefon",domofon / wideofon,silikat,pierwotny
Zapytaj o cenę,"73,83 m²",4-pokojowe mieszkanie 73m2 + balkon Bezpośrednio,4,do wykończenia,Współrzędne dokładne,"Wrocław, Bieńkowice, ul. Boiskowa",51.048457,17.085505,1/3,Zapytaj,pełna własność,balkon,garaż/miejsce parkingowe,0,0,0,0,0,0,0,0
1 100 000 zł,"138,13 m²","Segment szereg, bliźniak Wrocław Iłłakowiczówny B1",5,do wykończenia,Współrzędne dokładne,"Wrocław, Wojszyce, ul. Kazimiery Iłłakowiczówny",51.057285,17.038029,parter/3,Zapytaj,pełna własność,"balkon, ogródek, taras",garaż/miejsce parkingowe,brak informacji,2023,szeregowiec,nie,"telewizja kablowa, internet, telefon","drzwi / okna antywłamaniowe, rolety antywłamaniowe",pustak,pierwotny
Zapytaj o cenę,"58,15 m²",3-pokojowe mieszkanie 58m2 + balkon Bezpośrednio,3,do wykończenia,Współrzędne dokładne,"Wrocław, Brochów, al. Róż",51.05089,17.086733,1/3,Zapytaj,pełna własność,balkon,garaż/miejsce parkingowe,0,0,0,0,0,0,0,0
1 913 366 zł,"105,13 m²",4-pokojowe mieszkanie 105m2 + balkon Bez Prowizji,4,do wykończenia,Współrzędne dokładne,"Wrocław, Karłowice, al. Jana Kasprowicza",51.138963,17.050987,1/2,Zapytaj,pełna własność,balkon,garaż/miejsce parkingowe,0,0,0,0,0,0,0,0
Zapytaj o cenę,55 m²,3-pokojowe mieszkanie 55m2 + loggia,3,do wykończenia,Współrzędne dokładne,"Wrocław, Psie Pole, ul. Farna",51.144858,17.107892,2/3,Zapytaj,pełna własność,Zapytaj,garaż/miejsce parkingowe,0,0,0,0,0,0,0,0
Zapytaj o cenę,"62,43 m²",3-pokojowe mieszkanie 62m2 + balkon Bez Prowizji,3,do wykończenia,Współrzędne dokładne,"Wrocław, Brochów, al. Róż",51.05089,17.086733,3/3,Zapytaj,pełna własność,balkon,garaż/miejsce parkingowe,0,0,0,0,0,0,0,0
756 000 zł,"84,5 m²","Wrocław, Wojszyce, ul. Iłłakowiczówny ogródek A4",3,do wykończenia,Współrzędne dokładne,"Wrocław, Wojszyce, ul. Kazimiery Iłłakowiczówny",51.057285,17.038029,1/2,Zapytaj,pełna własność,balkon,garaż/miejsce parkingowe,brak informacji,2023,dom wolnostojący,nie,"telewizja kablowa, internet","drzwi / okna antywłamaniowe, teren zamknięty",silikat,pierwotny
637 678 zł,"65,74 m²",3-pokojowe mieszkanie 65m2 + balkon,3,do wykończenia,Współrzędne dokładne,"Wrocław, Fabryczna, ul. Suwalska",51.152109,16.92805,1/2,Zapytaj,pełna własność,balkon,Zapytaj,0,0,0,0,0,0,0,0
Zapytaj o cenę,"38,24 m²",2-pokojowe mieszkanie 38m2 + ogródek Bez Prowizji,2,do wykończenia,Współrzędne dokładne,"Wrocław, Nowy Dwór, ul. Nowodworska",51.115372,16.9606,parter/2,Zapytaj,pełna własność,ogródek,garaż/miejsce parkingowe,0,0,0,0,0,0,0,0
785 686 zł,"110,66 m²",Dom bliźniak OSADA LUBNÓW / działka 771 m2,4,do wykończenia,Współrzędne dokładne,"ul. Pod Lasem , Lubnów, trzebnicki",51.26135,16.876907,Zapytaj,Zapytaj,pełna własność,"ogródek, taras",garaż/miejsce parkingowe,brak informacji,2022,dom wolnostojący,nie,internet,"drzwi / okna antywłamaniowe, teren zamknięty, rolety antywłamaniowe",inne,pierwotny
603 453 zł,"55,24 m²",PAWIA OD NOWA zabytkowy folwark wyjątkowe wnętrza,2,Zapytaj,Współrzędne dokładne,"Wrocław, Krzyki, ul. Pawia",51.064816,17.038706,1/1,Zapytaj,Zapytaj,Zapytaj,garaż/miejsce parkingowe,brak informacji,2024,brak informacji,nie,brak informacji,"teren zamknięty, domofon / wideofon",brak informacji,pierwotny
464 921 zł,"43,41 m²",PAWIA OD NOWA zabytkowy folwark wyjątkowe wnętrza,2,Zapytaj,Współrzędne dokładne,"Wrocław, Krzyki, ul. Pawia",51.064816,17.038706,1,Zapytaj,Zapytaj,Zapytaj,garaż/miejsce parkingowe,brak informacji,2024,brak informacji,nie,brak informacji,"teren zamknięty, domofon / wideofon",brak informacji,pierwotny
Zapytaj o cenę,"57,36 m²",3-pokojowe mieszkanie 57m2 + loggia Bezpośrednio,3,do wykończenia,Współrzędne dokładne,"Wrocław, Psie Pole, ul. Farna",51.144858,17.107892,1/3,Zapytaj,pełna własność,Zapytaj,garaż/miejsce parkingowe,0,0,0,0,0,0,0,0
522 500 zł,55 m²,55m2-3 pokoje-Osiedle Sami Swoi - do zamieszkania,3,do wykończenia,Współrzędne dokładne,"ul. Brylantowa , Dobrzykowice, wrocławski",51.102905,17.194622,1/3,Zapytaj,pełna własność,balkon,Zapytaj,brak informacji,2022,blok,tak,"telewizja kablowa, internet, telefon",domofon / wideofon,silikat,pierwotny
1 049 000 zł,"136,93 m²","Segment szereg, bliźniak Wrocław Iłłakowiczówny B2",5,do wykończenia,Współrzędne dokładne,"Wrocław, Wojszyce, ul. Kazimiery Iłłakowiczówny",51.057285,17.038029,parter/3,Zapytaj,pełna własność,"ogródek, taras",garaż/miejsce parkingowe,brak informacji,2023,szeregowiec,nie,internet,"drzwi / okna antywłamaniowe, rolety antywłamaniowe",silikat,pierwotny
Zapytaj o cenę,"62,36 m²",3-pokojowe mieszkanie 62m2 + loggia,3,do wykończenia,Współrzędne dokładne,"Wrocław, Psie Pole, ul. Farna",51.144858,17.107892,2/3,Zapytaj,pełna własność,Zapytaj,garaż/miejsce parkingowe,0,0,0,0,0,0,0,0
Zapytaj o cenę,"64,44 m²",3-pokojowe mieszkanie 64m2 + balkon,3,do wykończenia,Współrzędne dokładne,"Wrocław, Brochów, al. Róż",51.05089,17.086733,1/3,Zapytaj,pełna własność,balkon,garaż/miejsce parkingowe,0,0,0,0,0,0,0,0
519 000 zł,"45,98 m²",Ostanie w inwestycji | Dwa pokoje z ogrodem,2,do wykończenia,Współrzędne dokładne,"Wrocław, Fabryczna, ul. Wełniana",51.159369,16.899992,parter,Zapytaj,pełna własność,ogródek,Zapytaj,brak informacji,2023,dom wolnostojący,nie,brak informacji,"drzwi / okna antywłamaniowe, teren zamknięty, domofon / wideofon, monitoring / ochrona, rolety antywłamaniowe",brak informacji,pierwotny
489 000 zł,"30,62 m²",Gotowa w tym roku kawalerka na Szczepinie.,1,Zapytaj,Współrzędne dokładne,"Wrocław, Szczepin, ul. Długa",51.122326,17.02079,3/9,Zapytaj,pełna własność,balkon,garaż/miejsce parkingowe,brak informacji,brak informacji,brak informacji,tak,brak informacji,domofon / wideofon,brak informacji,pierwotny
553 000 zł,52 m²,3 Pokoje+Balkon8m2|Rabat|Tramwaj,3,do wykończenia,Współrzędne dokładne,"Nowy Dwór, Wrocław, Wrocław",51.114952,16.96186,3/9,Zapytaj,pełna własność,balkon,Zapytaj,brak informacji,2023,blok,tak,brak informacji,system alarmowy,brak informacji,pierwotny
623 000 zł,65 m²,3 Pokoje|Dwustronne|Tramwaj|Nowy Dwór,3,do wykończenia,Nieruchomość znajduje się w zaznaczonym obszarze mapy. Niestety ogłoszeniodawca nie wskazał dokładnego adresu.,"Nowy Dwór, Wrocław, Wrocław",51.114952,16.96186,6/8,Zapytaj,pełna własność,balkon,garaż/miejsce parkingowe,brak informacji,2023,blok,tak,brak informacji,system alarmowy,brak informacji,pierwotny
659 000 zł,49 m²,Loft|Zrewital.Kamienica|Gotowe|Przy pl.Bema,2,do wykończenia,Nieruchomość znajduje się w zaznaczonym obszarze mapy. Niestety ogłoszeniodawca nie wskazał dokładnego adresu.,"Ołbin, Wrocław, Wrocław",51.118504,17.042451,parter/3,Zapytaj,pełna własność,Zapytaj,Zapytaj,brak informacji,2021,kamienica,nie,brak informacji,monitoring / ochrona,brak informacji,pierwotny
895 000 zł,"79,2 m²",Narożne 4 Pok|Duży Balkon|List 23'|Centrum,4,Zapytaj,Współrzędne dokładne,"Śródmieście, Wrocław, Wrocław",51.127124,17.049401,5/6,Zapytaj,Zapytaj,balkon,garaż/miejsce parkingowe,brak informacji,2023,brak informacji,tak,internet,brak informacji,brak informacji,pierwotny
451 600 zł,"28,73 m²",Kawalerka|Centrum|Widok na rzekę|Klucze do odbioru,1,do wykończenia,Współrzędne dokładne,"Śródmieście, Wrocław, Wrocław",51.127932,17.052491,4/7,Zapytaj,pełna własność,balkon,garaż/miejsce parkingowe,brak informacji,2023,apartamentowiec,tak,internet,monitoring / ochrona,brak informacji,pierwotny
489 000 zł,"79,33 m²",Nowe Mieszkanie Willowe od dewelopera 20/80,4,do wykończenia,Współrzędne dokładne,"ul. Jałowcowa , Kiełczówek, wrocławski",51.116066,17.18706,1/1,Zapytaj,pełna własność,"balkon, ogródek",garaż/miejsce parkingowe,brak informacji,2023,szeregowiec,nie,internet,drzwi / okna antywłamaniowe,pustak,pierwotny
489 000 zł,"79,33 m²",Nowe Mieszkanie Willowe od dewelopera 20/80,4,do wykończenia,Współrzędne dokładne,"ul. Jałowcowa , Kiełczówek, wrocławski",51.116066,17.18706,1/1,Zapytaj,pełna własność,"balkon, ogródek",garaż/miejsce parkingowe,brak informacji,2023,szeregowiec,nie,internet,drzwi / okna antywłamaniowe,pustak,pierwotny
499 000 zł,"69,85 m²",Kup mieszkanie z własnym ogródkiem !!!,3,Zapytaj,Nieruchomość znajduje się w zaznaczonym obszarze mapy. Niestety ogłoszeniodawca nie wskazał dokładnego adresu.,"Gniewomirowice, legnicki, dolnośląskie",51.22955,16.07806,Zapytaj,Zapytaj,Zapytaj,Zapytaj,Zapytaj,brak informacji,2023,brak informacji,nie,brak informacji,brak informacji,brak informacji,pierwotny
475 000 zł,"71,19 m²",Nowość Nowość II etap Przedsprzedaż !!!,3,Zapytaj,Nieruchomość znajduje się w zaznaczonym obszarze mapy. Niestety ogłoszeniodawca nie wskazał dokładnego adresu.,"Gniewomirowice, legnicki, dolnośląskie",51.22955,16.07806,parter/2,Zapytaj,Zapytaj,ogródek,Zapytaj,brak informacji,2023,szeregowiec,nie,brak informacji,brak informacji,brak informacji,pierwotny
475 000 zł,"71,19 m²",Nowość Nowość II etap,3,Zapytaj,Nieruchomość znajduje się w zaznaczonym obszarze mapy. Niestety ogłoszeniodawca nie wskazał dokładnego adresu.,"Legnica, Legnica, dolnośląskie",51.20701,16.15532,parter/2,Zapytaj,Zapytaj,ogródek,Zapytaj,brak informacji,2023,szeregowiec,nie,brak informacji,brak informacji,brak informacji,pierwotny
475 000 zł,"71,19 m²",Nowość Nowość II etap Przedsprzedaż !!!,3,Zapytaj,Nieruchomość znajduje się w zaznaczonym obszarze mapy. Niestety ogłoszeniodawca nie wskazał dokładnego adresu.,"Legnica, Legnica, dolnośląskie",51.20701,16.15532,parter/2,Zapytaj,Zapytaj,ogródek,Zapytaj,brak informacji,2023,szeregowiec,nie,brak informacji,brak informacji,brak informacji,pierwotny
439 000 zł,"63,39 m²",Nowość Nowość II etap Przedsprzedaż !!!,3,Zapytaj,Nieruchomość znajduje się w zaznaczonym obszarze mapy. Niestety ogłoszeniodawca nie wskazał dokładnego adresu.,"Legnica, Legnica, dolnośląskie",51.20701,16.15532,parter/2,Zapytaj,Zapytaj,ogródek,Zapytaj,brak informacji,2023,szeregowiec,nie,brak informacji,brak informacji,brak informacji,pierwotny
499 000 zł,"69,85 m²",Kup mieszkanie z własnym ogródkiem !!!,3,Zapytaj,Nieruchomość znajduje się w zaznaczonym obszarze mapy. Niestety ogłoszeniodawca nie wskazał dokładnego adresu.,"Legnica, Legnica, dolnośląskie",51.20701,16.15532,Zapytaj,Zapytaj,Zapytaj,Zapytaj,Zapytaj,brak informacji,2023,brak informacji,nie,brak informacji,brak informacji,brak informacji,pierwotny
475 000 zł,"71,19 m²",Nowość Nowość II etap,3,Zapytaj,Nieruchomość znajduje się w zaznaczonym obszarze mapy. Niestety ogłoszeniodawca nie wskazał dokładnego adresu.,"Gniewomirowice, legnicki, dolnośląskie",51.22955,16.07806,parter/2,Zapytaj,Zapytaj,ogródek,Zapytaj,brak informacji,2023,szeregowiec,nie,brak informacji,brak informacji,brak informacji,pierwotny
436 960 zł,"38,8 m²",Gotowe 2 Pokoje Z Widokiem Na Zieleń,2,Zapytaj,Współrzędne dokładne,"Wrocław, Zakrzów, ul. Odolanowska",51.16286,17.13846,4/4,400 zł,Zapytaj,balkon,Zapytaj,brak informacji,2022,apartamentowiec,tak,"telewizja kablowa, internet, telefon","teren zamknięty, domofon / wideofon",brak informacji,pierwotny
619 001 zł,"63,67 m²",Hit - Swietne Mieszkanie W Gotowej Inwestycji,3,Zapytaj,Współrzędne dokładne,"Wrocław, Zakrzów, ul. Odolanowska",51.16286,17.13846,2/4,Zapytaj,Zapytaj,balkon,Zapytaj,brak informacji,2022,apartamentowiec,tak,"telewizja kablowa, internet, telefon","teren zamknięty, domofon / wideofon",brak informacji,pierwotny
489 000 zł,"78,02 m²",Budynek B,3,do wykończenia,Współrzędne dokładne,"Wałbrzych, Podzamcze, ul. Husarska",50.81837,16.27643,1/3,Zapytaj,pełna własność,balkon,garaż/miejsce parkingowe,brak informacji,2023,blok,tak,"telewizja kablowa, internet","drzwi / okna antywłamaniowe, teren zamknięty, domofon / wideofon",silikat,pierwotny
480 000 zł,48 m²,Psie Pole | 48mI 3 pokoje I odbiór 06.23,3,do wykończenia,Nieruchomość znajduje się w zaznaczonym obszarze mapy. Niestety ogłoszeniodawca nie wskazał dokładnego adresu.,"Psie Pole, Wrocław, Wrocław",51.10195,17.03667,3/3,Zapytaj,pełna własność,balkon,garaż/miejsce parkingowe,brak informacji,2023,blok,tak,brak informacji,"teren zamknięty, domofon / wideofon, monitoring / ochrona",cegła,pierwotny
Zapytaj o cenę,"39,73 m²",Mieszkanie idealne dla pary/B3,2,do wykończenia,Współrzędne dokładne,"ul. Kolejowa , Środa Śląska, średzki",51.169876,16.590212,1/4,Zapytaj,pełna własność,balkon,garaż/miejsce parkingowe,0,0,0,0,0,0,0,0
737 253 zł,"60,93 m²",Atrakcyjne mieszkanie|Armii Krajowej|duży balkon,4,do wykończenia,Współrzędne dokładne,"Wrocław, Krzyki, al. Armii Krajowej",51.083149,17.047921,1/7,Zapytaj,pełna własność,balkon,garaż/miejsce parkingowe,2024-06-01,2024,apartamentowiec,nie,internet,brak informacji,inne,pierwotny
"448 999,85 zł","47,64 m²","Dwupokojowe mieszkanie na Zakrzowie / 47,64 m2",2,do wykończenia,Współrzędne dokładne,"Wrocław, Zakrzów, ul. Odolanowska",51.163614,17.140698,3/4,400 zł,pełna własność,balkon,Zapytaj,brak informacji,2023,blok,tak,"telewizja kablowa, internet",domofon / wideofon,silikat,pierwotny
Zapytaj o cenę,41 m²,Mieszkanie pod inwestycję/B3,2,do wykończenia,Współrzędne dokładne,"ul. Kolejowa , Środa Śląska, średzki",51.169876,16.590212,1/4,4 zł,pełna własność,balkon,garaż/miejsce parkingowe,0,0,0,0,0,0,0,0
Zapytaj o cenę,"52,3 m²",Przestronne i rozkładowe mieszkanie/ B3,3,do wykończenia,Współrzędne dokładne,"ul. Kolejowa , Środa Śląska, średzki",51.169876,16.590212,1/4,4 zł,pełna własność,balkon,garaż/miejsce parkingowe,0,0,0,0,0,0,0,0
507 145 zł,"54,69 m²",Duże 3pokoje z OGRODEM| Oferta tylko do SOBOTY!,3,do wykończenia,Nieruchomość znajduje się w zaznaczonym obszarze mapy. Niestety ogłoszeniodawca nie wskazał dokładnego adresu.,"Jagodno, Wrocław, Wrocław",51.06643,17.053012,parter/5,Zapytaj,pełna własność,"ogródek, taras",garaż/miejsce parkingowe,brak informacji,2023,blok,tak,"telewizja kablowa, internet, telefon","drzwi / okna antywłamaniowe, teren zamknięty, domofon / wideofon",cegła,pierwotny
412 959 zł,59 m²,"Nowe, gotowe, 3 pokojowe z balkonem w centrum!",3,do wykończenia,Nieruchomość znajduje się w zaznaczonym obszarze mapy. Niestety ogłoszeniodawca nie wskazał dokładnego adresu.,"Legnica, Legnica, dolnośląskie",51.205337,16.156022,3/5,550 zł,pełna własność,balkon,Zapytaj,brak informacji,2021,blok,tak,"telewizja kablowa, internet, telefon","domofon / wideofon, monitoring / ochrona",cegła,pierwotny
Zapytaj o cenę,"56,41 m²",Duże przestronne mieszkanie/B3,3,do wykończenia,Współrzędne dokładne,"ul. Kolejowa , Środa Śląska, średzki",51.169876,16.590212,1/4,Zapytaj,pełna własność,ogródek,garaż/miejsce parkingowe,0,0,0,0,0,0,0,0
401 620 zł,"39,99 m²",OSTATNI parter z OGRÓDKIEM +garderoba| PŁD| do SOB,2,do wykończenia,Nieruchomość znajduje się w zaznaczonym obszarze mapy. Niestety ogłoszeniodawca nie wskazał dokładnego adresu.,"Jagodno, Wrocław, Wrocław",51.065459,17.054728,parter/4,Zapytaj,pełna własność,"ogródek, taras",garaż/miejsce parkingowe,brak informacji,2023,blok,tak,"telewizja kablowa, internet, telefon","drzwi / okna antywłamaniowe, teren zamknięty, domofon / wideofon, monitoring / ochrona",cegła,pierwotny
778 430 zł,"64,6 m²",Balkon | Narożne-dwustronne,4,Zapytaj,Współrzędne dokładne,"Wrocław, Śródmieście, ul. Jedności Narodowej",51.12386,17.04485,4/7,Zapytaj,Zapytaj,Zapytaj,Zapytaj,brak informacji,brak informacji,brak informacji,nie,brak informacji,brak informacji,brak informacji,pierwotny
504 322 zł,"54,53 m²","Apartament 55m2, 3 pok, Gwarancja najniższej ceny!",3,do wykończenia,Nieruchomość znajduje się w zaznaczonym obszarze mapy. Niestety ogłoszeniodawca nie wskazał dokładnego adresu.,"Krzyki, Wrocław, Wrocław",51.07855,17.05319,3/5,Zapytaj,pełna własność,balkon,garaż/miejsce parkingowe,brak informacji,2023,apartamentowiec,tak,"telewizja kablowa, internet, telefon","system alarmowy, drzwi / okna antywłamaniowe, teren zamknięty, domofon / wideofon, monitoring / ochrona",pustak,pierwotny
411 310 zł,"40,12 m²","Apartament 41m2, Bez Prowizji, WYSOKIE RABATY!",2,do wykończenia,Nieruchomość znajduje się w zaznaczonym obszarze mapy. Niestety ogłoszeniodawca nie wskazał dokładnego adresu.,"Krzyki, Wrocław, Wrocław",51.07855,17.05319,3/5,Zapytaj,pełna własność,balkon,garaż/miejsce parkingowe,brak informacji,2023,apartamentowiec,tak,"telewizja kablowa, internet, telefon","system alarmowy, drzwi / okna antywłamaniowe, teren zamknięty, domofon / wideofon, monitoring / ochrona",pustak,pierwotny
381 270 zł,"31,51 m²","Apartament 32m2, 2 pokoje, Bez Prowizji, 0% PCC",2,do wykończenia,Nieruchomość znajduje się w zaznaczonym obszarze mapy. Niestety ogłoszeniodawca nie wskazał dokładnego adresu.,"Krzyki, Wrocław, Wrocław",51.07855,17.05319,3/5,Zapytaj,pełna własność,balkon,garaż/miejsce parkingowe,brak informacji,2023,apartamentowiec,tak,"telewizja kablowa, internet, telefon","system alarmowy, drzwi / okna antywłamaniowe, teren zamknięty, domofon / wideofon, monitoring / ochrona",pustak,pierwotny
370 500 zł,"41,2 m²",KRZYWOUSTEGO 295-nowe wnętrza w zabytkowym budynku,2,Zapytaj,Współrzędne dokładne,"Wrocław, Psie Pole, ul. Bolesława Krzywoustego",51.14544,17.112179,2/2,Zapytaj,pełna własność,Zapytaj,Zapytaj,brak informacji,2024,blok,nie,brak informacji,brak informacji,brak informacji,pierwotny
558 420 zł,"54,86 m²","3-pokojowe mieszkanie z balkonem, Muchobór Wielki",3,do zamieszkania,Współrzędne dokładne,"Wrocław, Muchobór Wielki, ul. Jurija Gagarina",51.095298,16.934654,1/2,410 zł,pełna własność,balkon,garaż/miejsce parkingowe,brak informacji,2021,blok,tak,"telewizja kablowa, internet","drzwi / okna antywłamaniowe, domofon / wideofon",inne,pierwotny
959 044 zł,"73,07 m²",Inwestycja przy rzece - 3 pokoje - bez podatku Pcc,3,do wykończenia,Współrzędne dokładne,"Wrocław, Śródmieście, ul. Jedności Narodowej",51.129456,17.057962,2/4,700 zł,pełna własność,Zapytaj,garaż/miejsce parkingowe,brak informacji,2021,blok,tak,internet,"domofon / wideofon, monitoring / ochrona",cegła,pierwotny
354 774 zł,"30,43 m²","2 pokoje, na Krzykach, gotowe w 2021.",2,do wykończenia,Współrzędne dokładne,"Wrocław, Jagodno, ul. Buforowa",51.056848,17.057021,3/4,300 zł,pełna własność,balkon,garaż/miejsce parkingowe,2021-12-31,2021,apartamentowiec,tak,"telewizja kablowa, internet","drzwi / okna antywłamaniowe, domofon / wideofon",inne,pierwotny
489 000 zł,"30,68 m²",Kawalerka|Gotowe w tym roku|5 min do tramwaju,1,Zapytaj,Współrzędne dokładne,"Wrocław, Szczepin, ul. Długa",51.122326,17.02079,3/8,Zapytaj,pełna własność,balkon,garaż/miejsce parkingowe,brak informacji,2023,brak informacji,tak,brak informacji,domofon / wideofon,brak informacji,pierwotny
549 000 zł,"37,03 m²",2 pokoje z oknami od wschodu na nowym osiedlu,2,Zapytaj,Współrzędne dokładne,"Wrocław, Szczepin, ul. Długa",51.122326,17.02079,3/9,Zapytaj,pełna własność,balkon,garaż/miejsce parkingowe,brak informacji,2023,brak informacji,tak,brak informacji,domofon / wideofon,brak informacji,pierwotny
598 302 zł,"69,57 m²",Cicha okolica/4pokoje/balkon/70m2,4,do wykończenia,Współrzędne dokładne,"Wrocław, Psie Pole, Kamieńskiego Macieja",51.156841,17.044351,3/4,600 zł,pełna własność,balkon,garaż/miejsce parkingowe,brak informacji,2023,blok,tak,"telewizja kablowa, internet","system alarmowy, drzwi / okna antywłamaniowe, domofon / wideofon",inne,pierwotny
Zapytaj o cenę,"34,37 m²",Wyjątkowe miejsce/ B3,2,do wykończenia,Współrzędne dokładne,"ul. Kolejowa , Środa Śląska, średzki",51.169876,16.590212,1/4,Zapytaj,pełna własność,balkon,garaż/miejsce parkingowe,0,0,0,0,0,0,0,0
498 000 zł,"51,3 m²",3-pokojowe mieszkanie w zielonej okolicy! Wrocław,3,Zapytaj,Współrzędne dokładne,"Wrocław, Zakrzów, ul. Odolanowska",51.157852,17.14079,3/4,Zapytaj,Zapytaj,balkon,garaż/miejsce parkingowe,brak informacji,2023,brak informacji,tak,"internet, telefon","system alarmowy, domofon / wideofon",brak informacji,pierwotny
